,Nb defined years,Series Code,Short definition
2758,16,LO.LLECE.MAT6.0.MA,Percentage of 6th grade male students below the lowest proficiency level (scoring below 309.64) on the LLECE mathematics scale. Students below Level 1 have not been able to acquire the abilities required in Level I. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2759,16,LO.LLECE.MAT6.1.FE,"Percentage of 6th grade female students scoring at least 309.64 but lower than 413.58 points on the LLECE mathematics scale. At Level 1, students can 1) arrange natural numbers (up to 5 digits) and decimals (up to thousands) in sequence; 2) recognize common geometrical shapes and the unit consistent with the attribute being measured; 3) interpret information presented in graphic images in order to compare it and change it to a different form of representation; 4) solve problems involving a single addition using natural numbers. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2760,16,LO.LLECE.MAT6.3.MA,"Percentage of 6th grade male students scoring at least 514.41 but lower than 624.60 points on the LLECE mathematics scale. At Level 3, students can 1) compare fractions, use the concept of percentages when analyzing information and solving problems that require this type of calculation; 2) identify parallelism and perpendicularity on a plane, as well as bodies and their elements without the benefit of graphic support; 3) solve problems that require interpreting the constituent elements of a division or equivalent measures; 4) recognize central angles and commonly used geometrical shapes, such as circles, and resort to their properties for solving problems; 5) solve problems involving areas and perimeters of triangles and quadrilaterals; 6) make generalizations in order to continue a graphic sequence or find the numerical sequence rule that applies to a relatively complex pattern. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2761,16,LO.LLECE.SCI6,Average score on the 6th grade science assessment. Means were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2762,16,LO.LLECE.MAT6.1.MA,"Percentage of 6th grade male students scoring at least 309.64 but lower than 413.58 points on the LLECE mathematics scale. At Level 1, students can 1) arrange natural numbers (up to 5 digits) and decimals (up to thousands) in sequence; 2) recognize common geometrical shapes and the unit consistent with the attribute being measured; 3) interpret information presented in graphic images in order to compare it and change it to a different form of representation; 4) solve problems involving a single addition using natural numbers. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2763,16,LO.LLECE.MAT6.4.FE,"Percentage of 6th grade female students scoring at least 624.60 points on the LLECE mathematics scale. At Level 4, students can 1) find averages and do calculations using the four basic operations in the field of natural numbers; 2) identify parallelism and perpendicularity in a real situation and the graphic images of a percentage; 3) solve problems involving properties of angles, triangles and quadrilaterals as part of different shapes, or involving operations with two decimal numbers; 4) solve problems involving fractions; 5) make generalizations in order to continue a complex graphic sequence pattern. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2764,16,LO.LLECE.MAT6.4.MA,"Percentage of 6th grade male students scoring at least 624.60 points on the LLECE mathematics scale. At Level 4, students can 1) find averages and do calculations using the four basic operations in the field of natural numbers; 2) identify parallelism and perpendicularity in a real situation and the graphic images of a percentage; 3) solve problems involving properties of angles, triangles and quadrilaterals as part of different shapes, or involving operations with two decimal numbers; 4) solve problems involving fractions; 5) make generalizations in order to continue a complex graphic sequence pattern. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2765,16,LO.LLECE.MAT6.2.FE,"Percentage of 6th grade female students scoring at least 413.58 but lower than 514.41 points on the LLECE mathematics scale. At Level 2, students can 1) analyze and identify the structure of the positional decimal number system, estimate weight (mass) expressing it in units consistent with the attribute being measured; 2) recognize commonly used geometrical shapes and their properties in order to solve problems; 3) interpret, compare and work with information presented through various graphic images; 4) identify the regularity of a simple pattern sequence; 5) solve addition problems in different numerical fields (natural numbers, decimals) including commonly used fractions or equivalent measures; 6) solve multiplication or division problems, or two natural number operations, or operations that include direct proportionality relations. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2766,16,LO.LLECE.MAT6.2.MA,"Percentage of 6th grade male students scoring at least 413.58 but lower than 514.41 points on the LLECE mathematics scale. At Level 2, students can 1) analyze and identify the structure of the positional decimal number system, estimate weight (mass) expressing it in units consistent with the attribute being measured; 2) recognize commonly used geometrical shapes and their properties in order to solve problems; 3) interpret, compare and work with information presented through various graphic images; 4) identify the regularity of a simple pattern sequence; 5) solve addition problems in different numerical fields (natural numbers, decimals) including commonly used fractions or equivalent measures; 6) solve multiplication or division problems, or two natural number operations, or operations that include direct proportionality relations. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2767,16,LO.LLECE.MAT6.P10,The 10th percentile score is the score below which 10 percent of students scored. Scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2768,16,LO.LLECE.MAT6.P90,The 90th percentile score is the score below which 90 percent of students scored. Scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2769,16,LO.LLECE.MAT6.P75,The 75th percentile score is the score below which 75 percent of students scored. Scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2770,16,LO.LLECE.REA3.0.FE,Percentage of 3rd grade female students below the lowest proficiency level (scoring below 367.36) on the LLECE reading scale. Students below Level 1 have not been able to acquire the abilities required in Level I. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2771,16,LO.LLECE.MAT3.3.FE,"Percentage of 3rd grade female students scoring at least 558.54 but less than 621.68 points on the LLECE mathematics scale. At Level 3, students can solve multiplication problems or problems which require the use of an addition equation or two separate operations. Students can solve addition problems involving measurement units and their equivalences or problems which require using common fractions. Students must identify the graphic or addition numerical sequence rule being used in order to continue it. Students can identify the elements of unusual geometrical shapes and interpret different types of graphs in order to retrieve information and solve problems that involve operating with the data. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2772,16,LO.LLECE.MAT3.4.FE,"Percentage of 3rd grade female students scoring 621.68 or higher on the LLECE mathematics scale. At Level 4, students can recognize a numerical sequence rule and identify it. Students can solve multiplication problems with one unknown or problems which require the use of equivalences between commonly used measures of length. Students can identify an element on a bi-dimensional plane and the properties of the sides of a square or rectangle in order to solve a problem. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2773,16,LO.LLECE.REA6.0.FE,Percentage of 6th grade female students below the lowest proficiency level (scoring below 299.59) on the LLECE reading scale. Students below Level 1 have not been able to acquire the abilities required in Level I. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2774,16,LO.LLECE.REA6.P90,The 90th percentile score is the score below which 90 percent of students scored. Scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2775,16,LO.LLECE.REA6.P75,The 75th percentile score is the score below which 75 percent of students scored. Scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2776,16,LO.LLECE.REA6.P50,The 50th percentile score is the score below which 50 percent of students scored. Scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2777,16,LO.LLECE.REA6.P25,The 25th percentile score is the score below which 25 percent of students scored. Scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2778,16,LO.LLECE.REA6.P10,The 10th percentile score is the score below which 10 percent of students scored. Scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2779,16,LO.LLECE.REA6.4.MA,"Percentage of 6th grade male students scoring at least 593.59 points on the LLECE reading scale. At Level 4, students can 1) integrate, rank and generalize information distributed across the text; 2) establish equivalences among more than two codes (verbal, numerical and graphic); 3) reinstate implicit information associated with the entire text; 4) recognize the possible meanings of technical terms or figurative language; 5) distinguish various tenses and nuances (certainty, doubt) used in a text. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2780,16,LO.LLECE.REA6.4.FE,"Percentage of 6th grade female students scoring at least 593.59 points on the LLECE reading scale. At Level 4, students can 1) integrate, rank and generalize information distributed across the text; 2) establish equivalences among more than two codes (verbal, numerical and graphic); 3) reinstate implicit information associated with the entire text; 4) recognize the possible meanings of technical terms or figurative language; 5) distinguish various tenses and nuances (certainty, doubt) used in a text. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2781,16,LO.LLECE.REA6.3.MA,"Percentage of 6th grade male students scoring at least 513.66 but lower than 593.59 points on the LLECE reading scale. At Level 3, students can 1) locate information and separate it from other nearby information; 2) interpret reformulations and syntheses; 3) integrate data distributed across a paragraph; 4) reinstate implicit information in the paragraph; 5) re-read in search of specific data; 6) identify a single meaning in words that have several meanings; 7) recognize the meaning of parts of words (affixes) using the text as a reference. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2782,16,LO.LLECE.REA6.3.FE,"Percentage of 6th grade female students scoring at least 513.66 but lower than 593.59 points on the LLECE reading scale. At Level 3, students can 1) locate information and separate it from other nearby information; 2) interpret reformulations and syntheses; 3) integrate data distributed across a paragraph; 4) reinstate implicit information in the paragraph; 5) re-read in search of specific data; 6) identify a single meaning in words that have several meanings; 7) recognize the meaning of parts of words (affixes) using the text as a reference. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2783,16,LO.LLECE.REA6.2.MA,"Percentage of 6th grade male students scoring at least 424.54 but lower than 513.66 points on the LLECE reading scale. At Level 2, students can 1) locate information in the middle of a text that must be distinguished from a different piece of information found in a different segment; and 2) identify words with a single meaning. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2784,16,LO.LLECE.REA6.2.FE,"Percentage of 6th grade female students scoring at least 424.54 but lower than 513.66 points on the LLECE reading scale. At Level 2, students can 1) locate information in the middle of a text that must be distinguished from a different piece of information found in a different segment; and 2) identify words with a single meaning. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2785,16,LO.LLECE.REA6.1.MA,"Percentage of 6th grade male students scoring at least 299.59 but lower than 424.54 points on the LLECE reading scale. At Level 1, students can locate information with a single meaning in a prominent or central part of the text (beginning or end) that is repeated literally or synonymously and is isolated from other information. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2786,16,LO.LLECE.REA6.1.FE,"Percentage of 6th grade female students scoring at least 299.59 but lower than 424.54 points on the LLECE reading scale. At Level 1, students can locate information with a single meaning in a prominent or central part of the text (beginning or end) that is repeated literally or synonymously and is isolated from other information. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2787,16,LO.LLECE.MAT3.3.MA,"Percentage of 3rd grade male students scoring at least 558.54 but less than 621.68 points on the LLECE mathematics scale. At Level 3, students can solve multiplication problems or problems which require the use of an addition equation or two separate operations. Students can solve addition problems involving measurement units and their equivalences or problems which require using common fractions. Students must identify the graphic or addition numerical sequence rule being used in order to continue it. Students can identify the elements of unusual geometrical shapes and interpret different types of graphs in order to retrieve information and solve problems that involve operating with the data. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2788,16,LO.LLECE.REA6.0.MA,Percentage of 6th grade male students below the lowest proficiency level (scoring below 299.59) on the LLECE reading scale. Students below Level 1 have not been able to acquire the abilities required in Level I. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2789,16,LO.LLECE.REA3.P90,The 90th percentile score is the score below which 90 percent of students scored. 1997 scores were calculated on a scale with a mean of 250 points and a standard deviation of 50 points. 2006 scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. 2006 scores are not comparable with 1997 scores. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2790,16,LO.LLECE.REA3.3.MA,Percentage of 3rd grade male students scoring at least 552.14 but less than 637.49 on the LLECE reading scale. Students at this level can: 1) locate information discriminating it from adjacent information; 2) interpret reformulations that synthesize several data; 3) infer information based on knowledge about the world; 4) discriminate the meaning of words that have several other meanings based on the text. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2791,16,LO.LLECE.MAT3.2.MA,"Percentage of 3rd grade male students scoring at least 489.01 but less than 558.54 points on the LLECE mathematics scale. At Level 2, students recognize the organization of the decimal-positional numeral system and identify the constituent elements of geometrical shapes. Students can identify a trajectory on a plane and the most suitable measurement unit or instrument in order to measure a known object’s attribute. Students interpret tables and charts in order to obtain information and compare data. Students solve addition or multiplication problems involving proportional relationships using natural numbers. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2792,16,LO.LLECE.MAT3.2.FE,"Percentage of 3rd grade female students scoring at least 489.01 but less than 558.54 points on the LLECE mathematics scale. At Level 2, students recognize the organization of the decimal-positional numeral system and identify the constituent elements of geometrical shapes. Students can identify a trajectory on a plane and the most suitable measurement unit or instrument in order to measure a known object’s attribute. Students interpret tables and charts in order to obtain information and compare data. Students solve addition or multiplication problems involving proportional relationships using natural numbers. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2793,16,LO.LLECE.MAT3.1.FE,"Percentage of 3rd grade female students scoring at least 391.5 but lower than 489.01 points on the LLECE mathematics scale. At Level 1, students can recognize the relationship between natural numbers and common bi-dimensional geometric shapes in simple drawings. They can locate relative positions of an object in a spatial representation. Students can interpret tables and graphs in order to obtain direct information. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2794,16,LO.LLECE.MAT3.0.MA,Percentage of 3rd grade male students below the lowest proficiency level (scoring below 391.5) on the LLECE mathematics scale. Students below Level 1 have not been able to acquire the abilities required in Level I. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2795,16,LO.LLECE.MAT3.0.FE,Percentage of 3rd grade female students below the lowest proficiency level (scoring below 391.5) on the LLECE mathematics scale. Students below Level 1 have not been able to acquire the abilities required in Level I. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2796,16,LO.LLECE.REA3.P75,The 75th percentile score is the score below which 75 percent of students scored. 1997 scores were calculated on a scale with a mean of 250 points and a standard deviation of 50 points. 2006 scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. 2006 scores are not comparable with 1997 scores. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2797,16,LO.LLECE.REA3.3.FE,Percentage of 3rd grade female students scoring at least 552.14 but less than 637.49 on the LLECE reading scale. Students at this level can: 1) locate information discriminating it from adjacent information; 2) interpret reformulations that synthesize several data; 3) infer information based on knowledge about the world; 4) discriminate the meaning of words that have several other meanings based on the text. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2798,16,LO.LLECE.REA3.4.FE,"Percentage of 3rd grade female students scoring higher than 637.49 on the LLECE reading scale. Students at this level can: 1) integrate and generalize information given in a paragraph or in the verbal codes and graph; 2) replace non-explicit information; 3) read the text identifying new information; 4) translate from one code to another (from numeric to verbal, and verbal to graphic). Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2799,16,LO.LLECE.REA3.4.MA,"Percentage of 3rd grade male students scoring higher than 637.49 on the LLECE reading scale. Students at this level can: 1) integrate and generalize information given in a paragraph or in the verbal codes and graph; 2) replace non-explicit information; 3) read the text identifying new information; 4) translate from one code to another (from numeric to verbal, and verbal to graphic). Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2800,16,LO.LLECE.REA3.P10,The 10th percentile score is the score below which 10 percent of students scored. 1997 scores were calculated on a scale with a mean of 250 points and a standard deviation of 50 points. 2006 scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. 2006 scores are not comparable with 1997 scores. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2801,16,LO.LLECE.REA3.P25,The 25th percentile score is the score below which 25 percent of students scored. 1997 scores were calculated on a scale with a mean of 250 points and a standard deviation of 50 points. 2006 scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. 2006 scores are not comparable with 1997 scores. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2802,16,LO.LLECE.REA3.P50,The 50th percentile score is the score below which 50 percent of students scored. 1997 scores were calculated on a scale with a mean of 250 points and a standard deviation of 50 points. 2006 scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. 2006 scores are not comparable with 1997 scores. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
2803,16,LO.LLECE.MAT3.1.MA,"Percentage of 3rd grade male students scoring at least 391.5 but lower than 489.01 points on the LLECE mathematics scale. At Level 1, students can recognize the relationship between natural numbers and common bi-dimensional geometric shapes in simple drawings. They can locate relative positions of an object in a spatial representation. Students can interpret tables and graphs in order to obtain direct information. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
2804,15,UIS.AFR.GTCTR.2.T,
2805,15,SABER.SCH.ATNM.GOAL1.LVL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2806,15,SABER.SCH.ATNM.GOAL2.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2807,15,SABER.SCH.ATNM.GOAL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2808,15,SABER.SCH.ATNM.GOAL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2809,15,SABER.SCH.ATNM.GOAL5,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2810,15,SABER.SCH.ATNM.GOAL5.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2811,15,SABER.SCH.ATNM.GOAL2.LVL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2812,15,SABER.SCH.ATNM.GOAL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2813,15,SABER.SCH.ATNM.GOAL3.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2814,15,SABER.SCH.ATNM.GOAL1.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2815,15,SABER.SCH.ATNM.GOAL4.LVL5,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2816,15,SABER.SCH.ATNM.GOAL4.LVL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2817,15,SABER.SCH.ATNM.GOAL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2818,15,SABER.SCH.ATNM.GOAL4.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2819,15,SABER.SCH.ATNM.GOAL4.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2820,15,SABER.SCH.ATNM.GOAL4.LVL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
2821,14,LO.SACMEQ.REA.L4.MA,"Percentage of 6th grade male students scoring at the Reading for Meaning level (Level 4 of 8) on the reading assessment. At this level, students can read on or read back in order to link and interpret information located in various parts of the text. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2822,14,LO.SACMEQ.REA.L5.FE,"Percentage of 6th grade female students scoring at the Interpretive Reading level (Level 5 of 8) on the reading assessment. At this level, students can read on and reads back in order to combine and interpret information from various parts of the text in association with external information (based on recalled factual knowledge) that ‘completes’ and contextualizes meaning. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2823,14,LO.SACMEQ.REA.L5,"Percentage of 6th grade students scoring at the Interpretive Reading level (Level 5 of 8) on the reading assessment. At this level, students can read on and reads back in order to combine and interpret information from various parts of the text in association with external information (based on recalled factual knowledge) that ‘completes’ and contextualizes meaning. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2824,14,LO.SACMEQ.MAT.L5,"Percentage of 6th grade students scoring at the Competent Numeracy level (Level 5 of 8) on the mathematics assessment. At this level, students can translate verbal, graphic, or tabular information into an arithmetic form in order to solve a given problem. They can solve multiple-operation problems (using the correct order of arithmetic operations) involving everyday units of measurement and/or whole and mixed numbers, and convert basic measurement units from one level of measurement to another (for example, meters to centimeters). Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2825,14,LO.SACMEQ.REA.L6,"Percentage of 6th grade students scoring at the Inferential Reading level (Level 6 of 8) on the reading assessment. At this level, students can read on and read back through longer texts (narrative, document, or expository) in order to combine information from various parts of the texts so as to infer the writer’s purpose. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2826,14,LO.SACMEQ.REA.L4.FE,"Percentage of 6th grade female students scoring at the Reading for Meaning level (Level 4 of 8) on the reading assessment. At this level, students can read on or read back in order to link and interpret information located in various parts of the text. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2827,14,LO.SACMEQ.REA.L4,"Percentage of 6th grade students scoring at the Reading for Meaning level (Level 4 of 8) on the reading assessment. At this level, students can read on or read back in order to link and interpret information located in various parts of the text. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2828,14,LO.SACMEQ.MAT.L4.MA,"Percentage of 6th grade male students scoring at the Beginning Numeracy level (Level 4 of 8) on the mathematics assessment. At this level, students can translate verbal or graphic information into simple arithmetic problems, and use multiple different arithmetic operations (in the correct order) on whole numbers, fractions, and/or decimals. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2829,14,LO.SACMEQ.REA.L3.FE,"Percentage of 6th grade female students scoring at the Basic Reading level (Level 3 of 8) on the reading assessment. Students at this level can interpret meaning (by matching words and phrases, completing a sentence, or matching adjacent words) in a short and simple text by reading on or reading back. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2830,14,LO.SACMEQ.REA.L3,"Percentage of 6th grade students scoring at the Basic Reading level (Level 3 of 8) on the reading assessment. Students at this level can interpret meaning (by matching words and phrases, completing a sentence, or matching adjacent words) in a short and simple text by reading on or reading back. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2831,14,LO.SACMEQ.REA.L2.MA,"Percentage of 6th grade male students scoring at the Emergent Reading level (Level 2 of 8) on the reading assessment. Students at this level can match words and pictures involving prepositions and abstract concepts, and use cuing systems (by sounding out, using simple sentence structure, and familiar words) to interpret phrases by reading on. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2832,14,LO.SACMEQ.REA.L5.MA,"Percentage of 6th grade male students scoring at the Interpretive Reading level (Level 5 of 8) on the reading assessment. At this level, students can read on and reads back in order to combine and interpret information from various parts of the text in association with external information (based on recalled factual knowledge) that ‘completes’ and contextualizes meaning. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2833,14,LO.SACMEQ.REA.L6.MA,"Percentage of 6th grade male students scoring at the Inferential Reading level (Level 6 of 8) on the reading assessment. At this level, students can read on and read back through longer texts (narrative, document, or expository) in order to combine information from various parts of the texts so as to infer the writer’s purpose. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2834,14,LO.SACMEQ.MAT.L2,"Percentage of 6th grade students scoring at the Emergent Numeracy level (Level 2 of 8) on the mathematics assessment. At this level, students can apply a two-step addition or subtraction operation involving carrying, checking (through very basic estimation), or conversion of pictures to numbers. They can estimate the length of familiar objects and recognize common two-dimensional shapes. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2835,14,LO.SACMEQ.MAT.L1.MA,"Percentage of 6th grade male students scoring at the Pre-Numeracy level (Level 1 of 8) on the mathematics assessment. At this level, students can apply single step addition or subtraction operations, recognize simple shapes, match numbers and pictures, and count in whole numbers. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2836,14,LO.SACMEQ.REA.L6.FE,"Percentage of 6th grade female students scoring at the Inferential Reading level (Level 6 of 8) on the reading assessment. At this level, students can read on and read back through longer texts (narrative, document, or expository) in order to combine information from various parts of the texts so as to infer the writer’s purpose. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
2837,14,LO.SACMEQ.REA.L2,"Percentage of 6th grade students scoring at the Emergent Reading level (Level 2 of 8) on the reading assessment. Students at this level can match words and pictures involving prepositions and abstract concepts, and use cuing systems (by sounding out, using simple sentence structure, and familiar words) to interpret phrases by reading on. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
